,0,1,2,3,4,5,6,7
287,RPL37,MEFV,MRPS18A,ZNF581,RNF13,NFATC2,CLEC4C,SVIP
288,SELPLG,CLEC12A,CAPG,HMOX2,TOLLIP,MAP3K8,GAS6,C7orf49
289,RNF113A,CREG1,TBC1D10C,ANKRD36C,PMAIP1,UBA2,PPIB,AP1B1
290,UBE2V2,STX11,C11orf73,STX18,ISCU,SASH3,C1orf43,PRKCB
291,ID3,VSTM1,RNASE6,SUN2,MYL9,ORAI3,NDUFV2,INSIG1
292,PARP11,SOCS3,DDX1,DUS3L,GIMAP4,BHLHE40,ATXN2,TNNC2
293,BAZ2A,HNRNPA1,LSM4,ALOX5AP,TNFSF10,PRKCH,PPP2R3C,AC078883.3
294,IGBP1,CTD-2035E11.3,RSU1,RBM3,IFNGR2,ICAM3,LINS,TMEM261
295,HSPB1,CXCL2,FIS1,MRPS15,SMDT1,C1orf21,SLC25A3,SPRYD4
296,SOD2,SRM,THAP7,ST3GAL1,LILRA5,WDR45,FUOM,EIF4G2
297,PRKCA,KCNE3,DDX39A,TMEM248,ACO2,EIF6,ITGB7,TESC
298,TMEM204,CUTC,PTPN1,ARPC4,TOR1AIP1,INTS10,SERPINB6,CHST12
299,PRPF8,PLD3,RPS15,BATF,RBCK1,SIRT2,MT-ND5,TUBB
300,RPL36AL,TNFRSF1A,PPP2R1A,CTNNB1,ARRB2,RAB7L1,UQCR10,GTPBP2
301,RBCK1,R3HCC1,FLI1,STK16,TSTA3,VAPA,ATP2B1,HMG20B
302,PANK2,ITGAE,HNRNPH1,MLF1,LSM3,COMT,GNB1,UPF3A
303,RP11-796E2.4,WASF2,CD53,ZFP36L2,NUDT16,LYRM2,KPNA2,THYN1
304,SLC38A1,FOSB,EIF4E,MLX,SELPLG,LSM4,SEC13,UBXN11
305,MT-ND6,SIRPA,DAZAP2,CDV3,NOL12,MPHOSPH8,FAM49B,CDC42SE2
306,PRPF6,STX12,SMAGP,CEBPD,BEST1,RNF187,ZNF296,NBPF10
307,DGCR6L,MRPL14,CTSH,GALM,CX3CR1,CIB1,DNMT1,NDUFB9
308,H2AFZ,PCBP2,BLOC1S2,MRPL4,IFI35,CRELD2,ZSWIM7,SSR4
309,RNF166,LINC00936,RPL21,ZNF277,DNAJB11,SELM,FAM173A,C4orf3
310,UBAC2,GABARAP,RP11-347P5.1,SZRD1,EMC8,CCDC69,NFKBIA,FURIN
311,RPS15A,CBWD1,SRRM2,CTBS,VAPA,KIR3DL2,UQCRFS1,CBX3
312,EWSR1,PBX2,RTCB,PRR5,SH3GLB1,GLRX,C1orf162,CTTN
313,SUSD3,POLR2J,GNL3,MZT2A,POLR2G,SCFD1,PPP3R1,CALM1
314,RABAC1,SFR1,MIS18BP1,SSR2,STAC3,UBE2E3,MYEOV2,STXBP2
315,RPL23A,NEU1,C1orf131,CCDC88C,MYOF,NOP10,NR4A2,VKORC1
316,CPQ,HLA-DMB,SNRPD2,NDUFB8-1,EIF3I,ACP1,BRD2,MAD2L1BP
317,KIAA0430,NDUFA13,ITSN2,RPSAP58,LPCAT1,HNRNPA3,CLIC2,NASP
318,TBRG1,CHMP4A,DNPEP,BCAP31,EIF5AL1,CDKN2D,RTFDC1,NEXN
319,SSBP1,SUGT1,UBB,VDAC3,STAT2,MIR142,ZNF511,IFRD1
320,SRP9,PKN2,IFI44L,PTPMT1,FIG4,FAM65B,CMPK1,C1orf198
321,LRCH4,FIBP,RPL35,ERGIC3,GRINA,ABI1,RPL4,RP11-254F7.2
322,ZNF274,ITPA,RPS13,PSMC3,CTDSP2,CYB561D2,MZT2A,CTDP1
323,GSDMD,TREX1,NCL,INTS5,NDUFA12,ZBTB20,EIF4A3,SLC39A3
324,ORMDL1,RNASE6,GID8,C12orf57,NELFCD,TNFRSF18,EIF2AK2,NAPSA
325,DCXR,PNKD,PHF14,TMEM259,HSBP1,MRPS12,NDUFS4,SRSF6
326,TMEM87A,KDELR1,IFNGR2,HLA-DPB1,ZNF593,NASP,CHCHD2,LCN2
327,ANP32E,GBAS,ATP6V0B,IKBKB,LAIR1,ITGAM,MBNL1,SWI5
328,SUCLG1,CD93,BAG6,HAGH,CD44,CD97,C9orf16,CHCHD10
329,MRPS18C,SHKBP1,RPS3A,WDR6,HTATIP2,STT3B,CD83,AP2M1
330,GNAI2,HHEX,CCDC53,RPLP0,EXOC6,YIPF3,MED28,KCMF1
331,PSMG2,COMMD7,SHMT2,GPX4,PROSC,RCN1,HNRNPU,CYB5R3
332,UBXN1,MEAF6,HERPUD1,UROD,MRPS26,UXT,PRPF6,FHL1
333,MT-ND2,SFPQ,CTC-228N24.3,ADRB2,ATP6V0E1,TOX4,MRPL14,GNB1
334,ICAM3,SNORD3B-1,PWP1,CCBL1,PSMB7,N4BP2L1,AGPAT9,PPIB
335,TMEM43,PSMD8,FMNL1,SEC61B,M6PR,ASCL2,ATP5C1,RNF115
336,ATXN10,MZT2A,MESDC2,CLPP,SYK,SMIM20,GNB2,ALDOA
337,CAPN7,LTA4H,SERINC1,MYLIP,CLU,KAT6A,FAM120A,LEPROT
338,CACYBP,IRF1,HIRA,UNG,CD53,FMNL1,MBD6,C19orf33
339,MAEA,MSRB2,NDUFB5,EID1,RBX1,RABGGTA,TBCB,TBC1D20
340,MAD2L1,CUEDC2,CEPT1,BRMS1,LRRFIP1,RBBP4,IMPDH2,NDUFS5
341,ETS1,KLHL24,MAT2B,MXD1,ISG15,ATP6AP2,RNFT1,GRB2
342,HP1BP3,RPL15,CTA-250D10.23,ARHGEF1,HP1BP3,EMC10,FUT7,ANKRD9
343,HNRNPA0,ATF6,CAMK1D,SLC25A33,CTSD,UBXN4,SDHD,CMIP
344,TRPV2,ATF6B,SND1,SEC11A,TAF9,PDHB,FKBP5,AL928768.3
345,DPF2,APEH,RPS19,ATP6V1E1,DCP2,TMC8,ZDHHC12,KIF2A
346,RABL2B,ANXA2,NAP1L1,CD160,ARPC1A,FAM173A,TRAPPC13,PRDM1
347,EFNA4,MR1,ARL2BP,B4GALT3,PRKCB,RSRC2,OFD1,NDUFB7
348,UQCRFS1,ERI3,ARHGDIB,JARID2,ARRB1,PDCD6,RPLP0,ABHD11
349,CHURC1,SLC46A2,UBE2D2,RUNX3,APH1B,SMC4,NSUN2,CAPZA2
350,MAP2K7,FBXO9,SLAMF6,ACBD6,MMP24-AS1,PCMT1,CHPT1,ANK1
351,LSM5,PPP1R18,CBX1,VGLL4,ATP6AP2,HAGHL,IGFBP7,TMEM9B
352,COX16,HDAC1,HOOK2,WIPI2,DCTN6,MARCH2,CMTM3,SSH2
353,ERBB2IP,SRSF9,BEX2,CSK,ARFGAP3,RP11-81H14.2,C10orf11,H3F3B
354,PRKRA,RPS27L,FAM96A,RAB8A,PLEKHO1,SEC61A1,TYMP,EIF2AK1
355,CRIP2,IGBP1,MX1,GLTSCR2,NT5C,CAP1,APOBR,TBC1D22A
356,STAT1,UBB,TCEA1,CRLS1,ATG3,UQCRC1,TMEM230,NLK
357,RPL7,NUP62,CDC40,ANXA7,SLA,NDUFA9,HSCB,PLEC
358,MCL1,RAB27A,RAC2,SSRP1,HIGD1A,RNF115,APP,RABIF
359,HSF1,TAP2-1,NPM1,FBXO7,VMA21,PCBP2,NAGK,C6orf226
360,INF2,CBX3,C7orf26,PHIP,ATP5B,PKN1,YIF1A,CLIC4
361,RPS21,RPL41,TRA2A,PABPC4,MRPS11,HLA-E,EIF3F,DSTN
362,TAGAP,PTGER2,PAX5,C11orf48,LILRA1,FIS1,TMED9,PPCDC
363,HAX1,DIAPH1,TRAF5,PACS1,SEPW1,PSMA6,RPP25L,KIAA0125
364,OST4,PXN,RP9,ULK3,C11orf21,COPE,RPSA,CMPK1
365,DNAJA1,MIEN1,PPP1R2,PEX16,LILRB3,PLEKHB2,TRADD,PCP2
366,HERPUD2,ZFP36L1,GGA2,MRPL36,AC010642.1,SNRPA1,FAM96B,RP11-1143G9.4
367,ZMYM2,UBXN4,PAIP2B,PHB2,ARPC4,OSTC,ARHGEF40,UBA1
368,SUDS3,TMSB4X,SMC6,EIF3M,IFI6,DYNLL1,RPL5,MAGED2
369,TMC8,CORO7,OGT,NDUFA11,ASNSD1,PLEKHJ1,NDUFS5,ARG2
370,SRP72,G0S2,SNX22,TIMM13,LMO2,MYO1F,SMDT1,RSPRY1
371,LMNA,MRPL54,RP11-220I1.1,KIAA2026,RBL2,SUPT4H1,PLBD1,UBALD2
372,GPSM3,SMIM20,RPL13A,PJA2,LYPLA1,ESYT1,CNDP2,BBC3
373,LTBP4,YKT6,CSDE1,ADSL,DOK3,CRLF3,ETHE1,LSM1
374,UBE2G2,CLEC4E,FTL,DOK1,MRPL48,PATL2,SLC39A3,PYGL
375,SRP14,NDUFB7,BTK,FAM200B,SOD2,SNRPG,PARP8,TOPORS-AS1
376,PYGO2,MRPL33,BCL7A,TACO1,SET,AGGF1,MTDH,P2RX1
377,RP11-51J9.5,TAF6L,GPR183,COX11,METRNL,LSM2,AKR1A1,hsa-mir-1199
378,BRWD1,DDX5,PSMB8,FDPS,UBC,DARS,RAB11A,TPGS2
379,NOP56,PDCD2L,CD164,ILF3,CIRH1A,NIPSNAP1,MRPS7,BCAP31
380,TMED9,NUDC,UBA52,SCAND1,AKAP13,LSM1,TIMM10,NUDT1
381,CD3G,CASP8,TIMM13,ATPAF1,NUP50,RBM39,CLIC3,TMCC2
382,SBDS,CHMP4B,SRPRB,GPR171,FBXW5,CYB5B,ALKBH7,PTPRA
383,USP16,LILRA5,MTSS1,KMT2E-AS1,IRF9,SLC44A2,MX2,SLBP
384,EEF2,MTHFS,TKT,TOMM22,HLA-DPA1,VAMP7,LMNA,RGCC
385,PCMT1,RILPL2,ACP5,ANAPC1,CYTH1,SLC25A5,KDM6B,CDYL
386,MAGOH,C9orf89,CRK,DCAF11,CHCHD2,NPRL2,PRKCSH,ARMC10
387,RPS18,MGAT1,EDF1,GRINA,FAM136A,IDH2,KMT2C,CHMP2A
388,EVI2A,FAM32A,RABAC1,PIN1,CHCHD1,NDUFB10,H1FX,PSMC4
389,FAM53C,MNDA,MFF,RRS1,LAMTOR4,C19orf43,KLF10,ACAT1
390,ATP5L,PTOV1,TAGAP,CWC27,MRPS2,LMAN2,LDHA,STOM
391,ARID4B,C1orf85,CALM2,PLEK,FAM49A,IRAK4,EIF2B1,FLNA
392,LIMS1,SCPEP1,ZNF641,NAA20,SLC38A10,FRG1,FAM46A,WBP5
393,PTTG1IP,RP11-65J3.1,EIF3L,PTTG1,NDUFA4,MXD4,PSMA3,YY1
394,NCK2,CD46,CYB5R4,MRPL28,SPAG7,CHST12,TRAPPC3,GNPTAB
395,HARS,SPTSSA,MRPL48,ISYNA1,SMAP1,YTHDF2,CYSTM1,ZFP36L1
396,PPDPF,RB1,TIFA,RICTOR,TUBA1A,ELAVL1,GAA,STK16
397,TDP1,PARK7,TCEA2,NUDC,RIOK3,WHAMM,SPI1,PREB
398,EEF1D,NKIRAS2,RPL37,UBE2E1,TAPBPL,ANAPC16,TAF10,MAP7D1
399,RPL37A,CTNNA1,HSF1,DPP4,GINM1,SRPR,TNFAIP3,TOR1A
400,CCT6A,VTI1A,ZFAND6,HLA-F,CD3G,CXXC5,TRIM33,GSN
401,ATP5G1,RNASE2,CKS1B,NDEL1,ARIH2,SRSF3,SF3B4,GNAZ
402,YTHDF2,TMEM154,RHOA,DYNC1H1,ST3GAL5,RAB22A,TPM4,ABHD16A
403,DDX46,SNORD3D,OPN3,ARRB2,SNX9,PINK1,MAN2B1,ATP9A
404,SEC61G,WDR70,U2AF1,GIMAP6,NDUFA3,GSN,FAM105A,ATP5B
405,FBXL8,KRCC1,ARFGAP2,SMIM7,DNAJC15,RBL2,NSD1,MIR4435-1HG
406,RCSD1,NNT-AS1,PFDN5,LCP1,MIIP,YPEL5,TMEM69,COX7B
407,LYRM5,NHP2L1,RPS27,KDM5D,RTCA,EMC4,CCNB1IP1,MRPL20
408,CMC2,IFI27L2,IL2RG,CDKN1B,MAPK1,FKBP11,AKIRIN2,HN1
409,SNHG15,SERP1,NT5E,UFC1,SNAP29,GPATCH8,TAF7,ASB8
410,IL2RG,SHC1,TPM3,C12orf75,LY6E,AKR1B1,EIF4A1,ISY1
411,APRT,COTL1,DENR,DAXX,COX7A2,PNRC1,NAMPT,TAOK3
412,ARID5B,A1BG,ERGIC1,ADIPOR1,TMEM179B,OSGEP,UPF3B,VCP
413,PLEKHB1,RPL10,RNU12,UBR2,EIF1B,PRPF38A,SAMD9L,HMHA1
414,PDIA3,HIST1H1C,SH3BGRL,EIF4A2,VDAC3,SEPT7,GNL2,CMAS
415,TADA3,C6orf48,RAB1A,POLR3C,UQCRFS1,MBNL1,RP1-241P17.4,CCNG1
416,TASP1,CLEC7A,IRF1,GLI4,CDA,CNPY2,THRAP3,YY1AP1
417,THYN1,CTNNBL1,IL6,AIMP2,VBP1,PYURF,KIF16B,NIFK
418,AC013264.2,IRF5,HIAT1,XPA,TOX4,REXO2,UCHL3,MAZ
419,VAMP2,SRA1,MAP2K3,MALT1,SLC24A4,SP100,MAEA,HDGF
420,LYRM2,RPS4Y1,ELOVL5,CD81,RAB11B,TMBIM6,TOB1,SPNS1
421,FLT3LG,GNB2L1,KIAA1033,GTPBP4,PDCL3,DDX50,RPRD2,TUFM
422,TARS,NCF4,SMIM11,ARAP2,MED10,GRB2,FABP5,FSTL1
423,KIF2A,AGPAT3,FAM46C,RP11-94L15.2,PDLIM2,LRCH4,PKM,ROGDI
424,TPRKB,TCEB2,CHPT1,IRF3,EIF1,SIGIRR,NBEAL1,NPM3
425,TFG,RASSF7,HNRNPA0,KIF5B,MSRA,APOA1BP,CCR2,SERPINE2
426,DAD1,BCKDK,HLA-E,PTGER2,SLC25A3,PSMD9,SAT2,ATP6V1E1
427,ITGB1,EDEM2,UVRAG,ARL14EP,IQGAP2,HBA1,PRKACA,WIPI1
428,CASP8,TNFSF12,UBE2H,ZBTB25,MYD88,TXN,MRPS25,GUCY1B3
429,ZNF267,MYADM,RPL23A,HSD17B7,SNAPC5,VIMP,SPIB,SERPINB6
430,ZYX,RBM3,CRNKL1,ZBTB8OS,GNG2,KLF12,PHPT1,TIMM17A
431,RPS3A,PDAP1,DEF8,OSBPL11,POLD4,STIP1,LILRB4,HIST1H2BD
432,PSMB10,PDCD6IP,PARP14,HMGB1,KTN1,B3GNT2,C6orf48,LAT
433,CYCS,CSTA,POMC,HM13,RAB5C,NACA,DR1,RNASEH2C
434,SFSWAP,PEPD,UBE2G1,RPL21,CCDC115,YWHAZ,MDH1,EMC3
435,RPS19,CAPG,TAZ,SEP15,UQCR10,SART1,PFKL,RPA1
436,C19orf66,MDH2,SNAP23,MYEOV2,LEPRE1,PSMA1,MMADHC,DAP
437,UQCRQ,CATSPER1,DOPEY2,NCKAP1L,EMR1,SDHA,INSIG2,FAH
438,CDC73,RPL19,C11orf31,DDX6,SNX18,RASSF5,MYD88,VEZF1
439,CLUAP1,ERP29,ACBD3,MRPS30,CFD,RWDD1,USF2,TRIM58
440,NSRP1,KYNU,RABEP2,NECAP1,HN1,MYLIP,ADPGK,CSK
441,TP53TG1,PTDSS1,STK4,MED4,DNAJC19,TOMM22,PDHB,PTGIR
442,COX8A,SMAD2,MBNL1,GCDH,CD83,WDR1,ATP5G1,OPA1
443,ARPC5,NRM,KIAA0226L,REXO4,TUBB,CHIC2,SNRPB,POLR2L
444,NDUFS6,SMUG1,RPS19BP1,VPS4B,SLBP,MAT2B,ZMYND8,R3HDM4
445,DSCR3,NDUFB8-1,DERL3,NDUFAF7,RILPL2,PITPNC1,LIMD2,TNS1
446,POLR2J3,C19orf60,POLRMT,BTN3A2,SCIMP,STAT3,ANXA5,PCID2
447,NMRK1,ATP6V0A1,NFATC2IP,UBE2G1,EIF2S2,CCS,WWP2,ARRB1
448,C1orf228,UGP2,DDB1,MRFAP1L1,TMED10,ZBTB16,STRAP,SF3B4
449,C19orf60,KPNA4,GNAI3,MIA3,SNX19,SF3A3,GDI2,LINC01003
450,POLE3,SLC2A6,ST13,TMED4,PCGF1,SOCS1,ACAA1,AP2S1
451,PSMA3,PILRA,UBE2J1,UBE2D3,RTF1,SCRN2,MLF2,ANKRD10
452,AIP,MED28,MTPN,FAM60A,SNX17,SNRNP70,HP1BP3,TBXA2R
453,HMGN2,PEA15,RTCA,PROSC,FDX1,LAPTM4A,INPP5D,YIF1B
454,PPA1,TMEM205,GAPT,CHD8,RASGRP2,KIR2DL3,CNOT10,MFNG
455,DPH5,GBP2,RP11-94L15.2,RP5-1028K7.2,SNRPG,SNRPE,ID3,SHFM1
456,FHIT,OCIAD1,SNX29,PSME1,TPGS2,PSMB1,ESD,FKBP11
457,CRELD1,SCCPDH,SELM,ROCK1,NPL,CHCHD2,NSL1,RBM38
458,NGFRAP1,BAZ2A,RPL27,ACAA1,CES1,UFD1L,TMEM42,RPS19BP1
459,NFAT5,ARHGAP26,VOPP1,FAM46C,ZNF581,TRIT1,COMT,GPAA1
460,HNRNPF,SSR3,PPP1R14A,TMEM242,LAPTM5,PPP1R7,MAN2C1,DNPH1
461,CNBP,CHST15,GMPS,OGT,TMEM66,SPTSSB,CLEC4A,PTTG1IP
462,TMC6,CDS2,C7orf55,ARL2,MAP4,RP11-792A8.4,CNPY3,BSDC1
463,PITPNC1,DNAJC2,GRB2,RPL22L1,SH3BP5,CHMP5,ARHGAP4,MT-CO3
464,SNHG12,ARF4,SLC2A3,STMN3,SRSF10-1,CMTM6,TARBP1,PDZK1IP1
465,ISOC1,QKI,CAPZA1,PILRB,TMEM183A,KPNA4,TBC1D1,APOA1BP
466,ICOS,PPP1R7,AIMP1,UCP2,NCBP2,CAPNS1,TUBA1A,TSR3
467,EIF3I,DGCR6L,CYBB,SLC4A10,IL10RA,ADD3,CMPK2,BICD2
468,MRPL21,IL10RB,YPEL3,KLF6,KDM1B,MSH3,XRCC5,AP2A1
469,ING4,SELT,PSMB9,SFT2D1,HSH2D,PSENEN,EI24,MFF
470,MRPL37,PPT1,FAM53B,COX5A,SFXN3,CRTAP,TACC1,ENO1
471,PMF1,NENF,TSPAN31,TMEM179B,LRRC47,FYTTD1,ORMDL1,TMCO1
472,STK10,MTHFD2,LYRM1,PSMB4,TXN2,P4HB,FLYWCH2,ARHGAP6
473,RPS11,MRPL37,DAPP1,HSD17B11,FFAR2,RASA3,PSMD7,HHEX
474,EPRS,PLXND1,ACSS1,STX11,PHF11,IFI16,SCAMP4,SIAH2
475,MSL3,PLCB2,XXbac-BPG299F13.17,LDHA,FAM45A,NMUR1,STAT1,SRP14
476,PQLC3,NDUFC2,RPLP1,NUDCD3,ICT1,DPM3,SRSF4,TBL1XR1
477,PTOV1,ZNF467,GCSAM,TFRC,P2RY13,ABHD13,BLCAP,MAP1LC3B
478,XRCC6,ALDH3A2,LMBRD1,RER1,ARHGDIB,CETN2,RBPJ,RPA3
479,CRLF3,GNAS,LRRC59,MRPS36,ACP2,RANBP1,FKBP3,NUP62
480,SBNO1,LFNG,DGKA,CTD-3184A7.4,C1orf63,ZFAND6,RRAGC,ARF5
481,FAM89B,TMEM176A,RPL19,HCFC1,HMOX1,ETS1,AIM1,DNAJC19
482,RFXANK,GLUL,ATG10,NUDCD2,STAT3,CEBPD,APLP2,TXNL4B
483,ZFAND6,DDX55,ATRX,ACAT1,HES1,FRG1B,TMEM59,COMMD5
484,PPP1R35,DUSP6,CTR9,SF3B14,SFI1,RINL,SIN3A,ADAM19
485,FARSA,PREX1,MT-CO2,SRP19,OSBPL9,TMEM223,DDIT3,TSC22D3
486,NPM3,ZNF277,EIF1B,PITHD1,DAP3,PSMA5,RAB31,SYMPK
487,IMPDH2,SH3BGRL3,MKRN2,DYNLT1,TSPAN14,RPS6KA1,RP6-91H8.3,AKIRIN2
488,CREM,HNRNPAB,PTMA,ARPC5L,STX8,MRPS11,SPCS2,U2SURP
489,EIF2S2,STK25,EPB41L4A-AS1,DIS3L2,TMSB4X,DDX5,APIP,FAM65B
490,BTF3L4,CD151,SNX5,GLRX,EIF2S1,GLG1,PPP1R15A,CSNK1A1
491,LINC00861,MIDN,MYC,RPL36,CDC42EP2,FTSJ1,ASF1A,YPEL5
492,SPATA2L,EIF3J,BACE2,JAGN1,TGOLN2,EIF3G,KLHL36,ANAPC15
493,CBX6,C7orf49,COPS6,PLA2G12A,RIN1,RASAL3,STK17B,UBC
494,C14orf64,MORF4L2,IARS2,SAFB2,OSTF1,PPM1K,IL8,KLF9
495,SDHB,ELL,USP8,PFDN2,ICAM4,CEP95,C9orf89,PLEK
496,BANF1,CREBL2,LYST,ABCF2,CSF2RB,ADA,DDX41,MYLK
497,SMPD1,RBM5,DDRGK1,ECHDC1,BZW2,ITGB7,MLEC,FAM63A
498,FAM78A,PSMB6,ARHGAP15,RAP1A,GRASP,CYC1,PID1,ANAPC5
499,DHX9,GBP4,RP11-16E12.2,NDUFA6,IDH2,PSMD6,MRPL15,LRPAP1
500,FIP1L1,GPI,ARL14EP,RNF125,CYSTM1,SLC9A3R1,ATF4,MIF
501,MYO1G,KRAS,RASGRP3,VCP,OLIG1,SUMO2,NECAP1,MPHOSPH8
502,ARID5A,GTPBP6,IQCB1,COX6A1P2,ERH,ANKLE2,RBM42,KDELR2
503,TCTA,COX7A2L,ATP5L,FAM107B,ACTR1B,SARS,L3MBTL2,HEXIM2
504,USO1,ITGAM,EIF3I,BRD2,PSME2,ZNF580,LTV1,TACC3
505,CSTB,CD1D,CHD9,PNKD,TSTD1,TRADD,RNF41,ACP1
506,NR4A1,RAB32,TAP2-1,DNAJC15,TRNT1,IRF9,IFI44,PPCS
507,RAD9A,TLR4,SNHG12,USP19,PABPC1,SNRNP35,ATIC,ATPIF1
508,SLC12A7,CCNI,MED8,GABPB2,MSN,HIST1H4C,PTRHD1,AC137932.6
509,TMEM2,ZMIZ1,ABHD13,GRK6,TPP1,OPTN,HDAC9,ZGLP1
510,NUPL2,LINC00152,FRG1B,PKM,SRRT,USP47,U2AF1L4,CCAR1
511,ARID4A,UQCRC1,NTHL1,DHRS4L2,SEC31A,ELF1,RAB1B,TIMM13
512,SAE1,LBH,PSMB7,MTFP1,P2RX1,EIF4A2,POLR2A,APP
513,CNDP2,PRAM1,STARD7,DPYD,G3BP2,CCZ1,SUSD3,LSMD1
514,LSM14A,ATP5H,EIF5AL1,YWHAQ,RHEB,SHKBP1,EIF3I,TRAM1
515,SPEN,DNAJA1,SRI,ILK,HIGD2A,FBXW5,PMAIP1,MX1
516,TCEB2,AAED1,IFIT5,RHNO1,SNX12,UPF3A,SMIM12,ATP5I
517,RNMT,NSMCE2,GBAS,HSP90B1,NDUFB5,GEMIN6,RAB4B,FRMD3
518,SMAP1,TLR2,CLK1,GPR89A,CCM2,ZNF326,RPS11,TXN
519,PMVK,NUMB,RELB,FDFT1,COMMD8,CD69,NUBP1,MT-ATP6
520,STAT5A,ALG13,DUSP22,HMBOX1,AP001055.6,BTF3,RPL7L1,GP6
521,C6orf48,LRRC58,STAT2,COMMD8,CFL1,MESDC2,SNRPA,FAM173A
522,PEX26,AIFM1,ADPGK,GABARAPL2,AATF,SNRPF,ZC3H15,RP11-475O6.1
523,RPL28,CAMTA2,MED29,RPL26,COL4A3BP,RELA,NDUFAF2,RP11-197P3.4
524,CITED4,PFDN2,ADAM19,SPTAN1,BLVRA,TMEM203,UCK2,FASTK
525,RNF7,GABARAPL1,DCLRE1C,ATP5B,INO80C,EXOC5,DGUOK,RP11-142C4.6
526,ORC4,C12orf44,SMARCE1,ID2,KLF2,RNF8,MDH2,LINC00152
527,RBM38,EVI2B,GLB1,SLC39A10,THG1L,SSR4,EZR,MT-ND5
528,ARGLU1,MFF,TP53BP2,TNFRSF1A,PLAGL2,ARID4B,TMEM101,GTF3C4
529,ELMO1,CHD9,MICAL1,SPNS3,TSPAN33,MEA1,CXCR3,EGLN3
530,C1D,CD2BP2,RP11-1398P2.1,RAB2A,SLC29A1,SEC22C,SYNGR1,CXorf23
531,SF3A2,CTNNB1,MYL6B,YPEL3,MRPS15,CNOT7,PRKCA,GCAT
532,CCDC66,COQ4,PCDH9,CWC22,LSM6,HVCN1,CPSF6,IFRD2
533,STK38,RAB24,SNRNP48,PRF1,SSNA1,FAM96B,TMEM251,FAM73B
534,AP5M1,PTP4A1,SLC44A2,TREX1,ARRDC1,LCP1,TMEM256,NDUFA9
535,WHSC1L1,PGK1,ATP5F1,C9orf114,ARL6IP5,HDDC3,AKR7A2,FBXW9
536,C22orf39,SLMO2,TMEM256,C9orf78,DTX3L,WAC-AS1,RBM17,MCM4
537,SLC25A6,JOSD2,HNRNPA2B1,ING3,SHMT2,CUTA,VKORC1,TAF5L
538,ABLIM1,FAM195A,RPS28,VAPB,TMEM134,GBP4,UCP2,RP11-192H23.6
539,PABPC1,NR3C1,OSBPL10,SLC20A1,TMEM150A,PSME1,HSPD1,MCM2
540,SMIM19,SRD5A3,NR1H2,MED8,JKAMP,RAD51C,UFM1,RP11-319G6.1
541,EMC7,IRF2BP2,TXNL1,NXPE3,DPY30,NDUFB8-1,DYNC1LI1,PITPNM2
542,SELK,LACTB,PNPLA8,SRGN,BIN2,FLI1,DUSP23,IMPDH2
543,CXCR3,UPF2,RP11-693J15.5,SLC35B1,EIF4H,GADD45A,GAPT,HELLS
544,LYPLA1,CYP27A1,CNIH1,SCAF11,PSMC4,GIMAP2,RCAN3,MGLL
545,PPP2R5C,MRPL22,AHSA2,USP8,FUBP1,ACAP1,TMEM55A,SCLY
546,TAF15,MRPL11,SH2B2,EMB,COMMD10,CATSPER1,SEC61G,AIFM2
547,ZNF655,OSCAR,HARS,MOB1A,SNRPD3,RPP21,NDUFV3,LACE1
548,NAA38,THOC6,PUS1,HADHA,FYN,LDHA,MIR24-2,MCM9
549,DYRK4,PGAM1,RPL11,ANXA2,PPP2R3C,CELF2,ANP32A,CPNE5
550,CDC14A,USP15,TLE1,TRNAU1AP,ATRAID,RP11-66N24.4,PON2,DAAM1
551,ALDH9A1,NAA20,GPR137,SRI,ARL3,PTRHD1,MYCL,ISCA1
552,FOPNL,THEMIS2,KRBOX4,ASH2L,ETFB,FGR,SOAT1,CD3EAP
553,NIT2,WIBG,METTL7A,MED13,DDX50,EMC3,NKIRAS2,CCDC71L
554,AC093323.3,NDUFA7-1,UBA5,GPAA1,KDM3B,SSB,NDUFV1,TUBGCP5
555,TDP2,LCK,CWC25,ZNHIT1,SNX27,HDDC2,AKAP8,MYBL2
556,ATG12,EIF4E3,NME4,HECA,CELF2,CREBL2,TMED2,WWC3
557,GMPPA,PRDX1,KDM4B,EFTUD2,FLII,GPN1,LTC4S,AC113189.5
558,FOS,TNFAIP8L2,RGS19,UBA3,ARAP1,CTBP2,MCMBP,GTF2A1
559,CHCHD1,ST20,RPS7,ADH5,CASP5,ARID5A,GSAP,CDC25B
560,C12orf57,BTF3,ATP5O,RPS2,PYHIN1,RP11-473M20.7,VCL,WHSC1
561,ARL5A,PRKAR2A,EWSR1,TSTA3,NLRP1,LY9,RTCB,RTF1
562,SMYD3,UBE2G2,NUDC,NXT1,PPP1R9B,ATP1B3,SELL,CDKN2A
563,LASP1,BTN2A1,SETD5-AS1,EIF5B,MTSS1,TMEM41A,SCT,UPF1
564,SLC7A6,TTYH2,NCF4,VBP1,SPPL2A,IFI44L,PARP4,CLK2
565,PI4KB,PDSS2,IGBP1,CTNNBL1,PLAUR,ARHGAP25,IFT27,APOM
566,RP3-395M20.12,MT-CYB,MRPL52,BRD4,ANP32E,TXNL4A,ZNF131,UBE2O
567,IL10RA,KHDRBS1,ZNF24,EIF3D,CD47,BUB3,UROS,TNFRSF13B
568,RP11-1399P15.1,PEX7,SLC44A1,TGFBRAP1,VGLL4,ZBTB7A,MRPS14,ARF3
